,Year,MN_EARN_WNE_P6
54736,2012,24900.0
54737,2012,28900.0
54738,2012,22900.0
54739,2012,22900.0
54740,2012,20700.0
54741,2012,44200.0
54742,2012,18200.0
54743,2012,17400.0
54744,2012,19300.0
54745,2012,22600.0
54746,2012,33700.0
54747,2012,
54748,2012,21900.0
54749,2012,33700.0
54750,2012,33700.0
54751,2012,33700.0
54752,2012,33700.0
54753,2012,22100.0
54754,2012,24800.0
54755,2012,21400.0
54756,2012,
54757,2012,
54758,2012,18600.0
54759,2012,
54760,2012,
54761,2012,
54762,2012,
54763,2012,25300.0
54764,2012,22600.0
54765,2012,30300.0
54766,2012,30000.0
54767,2012,
54768,2012,16700.0
54769,2012,46900.0
54770,2012,24800.0
54771,2012,
54772,2012,
54773,2012,30000.0
54774,2012,23900.0
54775,2012,
54776,2012,38800.0
54777,2012,20000.0
54778,2012,24600.0
54779,2012,23800.0
54780,2012,
54781,2012,32800.0
54782,2012,
54783,2012,
54784,2012,
54785,2012,31100.0
54786,2012,17300.0
54787,2012,17900.0
54788,2012,
54789,2012,
54790,2012,40100.0
54791,2012,19000.0
54792,2012,
54793,2012,
54794,2012,30300.0
54795,2012,51600.0
54796,2012,
54797,2012,20800.0
54798,2012,14200.0
54799,2012,16900.0
54800,2012,15400.0
54801,2012,
54802,2012,24500.0
54803,2012,
54804,2012,38500.0
54805,2012,38500.0
54806,2012,44300.0
54807,2012,44300.0
54808,2012,44300.0
54809,2012,21900.0
54810,2012,36000.0
54811,2012,
54812,2012,44800.0
54813,2012,28100.0
54814,2012,
54815,2012,37100.0
54816,2012,39700.0
54817,2012,31600.0
54818,2012,
54819,2012,22700.0
54820,2012,23200.0
54821,2012,26700.0
54822,2012,48000.0
54823,2012,43100.0
54824,2012,37200.0
54825,2012,43500.0
54826,2012,26900.0
54827,2012,
54828,2012,31900.0
54829,2012,25400.0
54830,2012,36300.0
54831,2012,23300.0
54832,2012,15800.0
54833,2012,
54834,2012,33700.0
54835,2012,27400.0
54836,2012,
54837,2012,26900.0
54838,2012,23200.0
54839,2012,14800.0
54840,2012,20500.0
54841,2012,27700.0
54842,2012,22400.0
54843,2012,
54844,2012,
54845,2012,27100.0
54846,2012,13500.0
54847,2012,20100.0
54848,2012,19800.0
54849,2012,
54850,2012,23700.0
54851,2012,17000.0
54852,2012,14800.0
54853,2012,24900.0
54854,2012,27700.0
54855,2012,33700.0
54856,2012,33700.0
54857,2012,33700.0
54858,2012,33700.0
54859,2012,
54860,2012,30400.0
54861,2012,22900.0
54862,2012,
54863,2012,
54864,2012,19100.0
54865,2012,22500.0
54866,2012,19800.0
54867,2012,17900.0
54868,2012,
54869,2012,44300.0
54870,2012,44300.0
54871,2012,44300.0
54872,2012,44300.0
54873,2012,44300.0
54874,2012,44300.0
54875,2012,81000.0
54876,2012,25500.0
54877,2012,18600.0
54878,2012,
54879,2012,
54880,2012,13700.0
54881,2012,37100.0
54882,2012,14200.0
54883,2012,22000.0
54884,2012,25400.0
54885,2012,22900.0
54886,2012,
54887,2012,22700.0
54888,2012,30700.0
54889,2012,
54890,2012,37100.0
54891,2012,17900.0
54892,2012,32600.0
54893,2012,15800.0
54894,2012,14500.0
54895,2012,
54896,2012,
54897,2012,
54898,2012,17400.0
54899,2012,21200.0
54900,2012,26600.0
54901,2012,29700.0
54902,2012,18000.0
54903,2012,46200.0
54904,2012,46200.0
54905,2012,46200.0
54906,2012,33700.0
54907,2012,33700.0
54908,2012,23900.0
54909,2012,
54910,2012,25500.0
54911,2012,33700.0
54912,2012,
54913,2012,46000.0
54914,2012,46000.0
54915,2012,60800.0
54916,2012,60800.0
54917,2012,27200.0
54918,2012,29400.0
54919,2012,24000.0
54920,2012,19800.0
54921,2012,20800.0
54922,2012,16100.0
54923,2012,22900.0
54924,2012,23200.0
54925,2012,19600.0
54926,2012,
54927,2012,25200.0
54928,2012,35600.0
54929,2012,30300.0
54930,2012,25900.0
54931,2012,18100.0
54932,2012,31100.0
54933,2012,18400.0
54934,2012,20100.0
54935,2012,28200.0
54936,2012,28200.0
54937,2012,36700.0
54938,2012,28300.0
54939,2012,20500.0
54940,2012,21100.0
54941,2012,22400.0
54942,2012,28200.0
54943,2012,21400.0
54944,2012,24400.0
54945,2012,24400.0
54946,2012,13300.0
54947,2012,44300.0
54948,2012,44300.0
54949,2012,34600.0
54950,2012,35700.0
54951,2012,35800.0
54952,2012,35800.0
54953,2012,44300.0
54954,2012,44300.0
54955,2012,20800.0
54956,2012,19300.0
54957,2012,21100.0
54958,2012,16200.0
54959,2012,
54960,2012,31300.0
54961,2012,24900.0
54962,2012,18700.0
54963,2012,20000.0
54964,2012,21500.0
54965,2012,21900.0
54966,2012,15300.0
54967,2012,
54968,2012,36700.0
54969,2012,37100.0
54970,2012,24200.0
54971,2012,20500.0
54972,2012,33700.0
54973,2012,30700.0
54974,2012,38500.0
54975,2012,34100.0
54976,2012,44300.0
54977,2012,30700.0
54978,2012,44300.0
54979,2012,20500.0
54980,2012,20500.0
54981,2012,38500.0
54982,2012,21200.0
54983,2012,
54984,2012,
54985,2012,25000.0
54986,2012,
54987,2012,33700.0
54988,2012,23500.0
54989,2012,18500.0
54990,2012,20900.0
54991,2012,21100.0
54992,2012,24700.0
54993,2012,19400.0
54994,2012,19000.0
54995,2012,
54996,2012,28100.0
54997,2012,29200.0
54998,2012,
54999,2012,25700.0
55000,2012,17500.0
55001,2012,
55002,2012,
55003,2012,24900.0
55004,2012,14800.0
55005,2012,
55006,2012,
55007,2012,
55008,2012,21400.0
55009,2012,
55010,2012,21800.0
55011,2012,
55012,2012,
55013,2012,22800.0
55014,2012,
55015,2012,39700.0
55016,2012,
55017,2012,
55018,2012,30100.0
55019,2012,18200.0
55020,2012,19400.0
55021,2012,37000.0
55022,2012,
55023,2012,28900.0
55024,2012,18200.0
55025,2012,21300.0
55026,2012,18400.0
55027,2012,26000.0
55028,2012,22900.0
55029,2012,24800.0
55030,2012,33700.0
55031,2012,19000.0
55032,2012,
55033,2012,14100.0
55034,2012,25600.0
55035,2012,26200.0
55036,2012,18900.0
55037,2012,21300.0
55038,2012,27200.0
55039,2012,20800.0
55040,2012,20800.0
55041,2012,26800.0
55042,2012,19300.0
55043,2012,21400.0
55044,2012,
55045,2012,28900.0
55046,2012,21500.0
55047,2012,44300.0
55048,2012,44300.0
55049,2012,44300.0
55050,2012,44300.0
55051,2012,44300.0
55052,2012,31100.0
55053,2012,38500.0
55054,2012,38500.0
55055,2012,60800.0
55056,2012,60800.0
55057,2012,38500.0
55058,2012,
55059,2012,33700.0
55060,2012,15100.0
55061,2012,29300.0
55062,2012,27700.0
55063,2012,32600.0
55064,2012,32600.0
55065,2012,32600.0
55066,2012,24100.0
55067,2012,
55068,2012,67400.0
55069,2012,67400.0
55070,2012,39400.0
55071,2012,20700.0
55072,2012,20700.0
55073,2012,25400.0
55074,2012,25400.0
55075,2012,25400.0
55076,2012,29400.0
55077,2012,28300.0
55078,2012,25700.0
55079,2012,24500.0
55080,2012,23300.0
55081,2012,19400.0
55082,2012,21100.0
55083,2012,21100.0
55084,2012,29100.0
55085,2012,
55086,2012,38300.0
55087,2012,
55088,2012,
55089,2012,60800.0
55090,2012,19500.0
55091,2012,38900.0
55092,2012,23100.0
55093,2012,23500.0
55094,2012,
55095,2012,47000.0
55096,2012,
55097,2012,19300.0
55098,2012,
55099,2012,
55100,2012,
55101,2012,
55102,2012,
55103,2012,26100.0
55104,2012,22400.0
55105,2012,19600.0
55106,2012,17100.0
55107,2012,21200.0
55108,2012,16100.0
55109,2012,13800.0
55110,2012,16400.0
55111,2012,
55112,2012,27100.0
55113,2012,30200.0
55114,2012,22400.0
55115,2012,
55116,2012,29500.0
55117,2012,18600.0
55118,2012,27800.0
55119,2012,
55120,2012,
55121,2012,20700.0
55122,2012,
55123,2012,24200.0
55124,2012,22900.0
55125,2012,23200.0
55126,2012,
55127,2012,14500.0
55128,2012,
55129,2012,19900.0
55130,2012,
55131,2012,29600.0
55132,2012,
55133,2012,36200.0
55134,2012,16000.0
55135,2012,38800.0
55136,2012,20000.0
55137,2012,
55138,2012,30900.0
55139,2012,19100.0
55140,2012,
55141,2012,54600.0
55142,2012,22900.0
55143,2012,22900.0
55144,2012,37300.0
55145,2012,33700.0
55146,2012,33700.0
55147,2012,37100.0
55148,2012,
55149,2012,27200.0
55150,2012,23400.0
55151,2012,23400.0
55152,2012,
55153,2012,23400.0
55154,2012,26900.0
55155,2012,44300.0
55156,2012,44300.0
55157,2012,44300.0
55158,2012,44300.0
55159,2012,44300.0
55160,2012,17800.0
55161,2012,
55162,2012,37100.0
55163,2012,25700.0
55164,2012,23700.0
55165,2012,
55166,2012,23600.0
55167,2012,35700.0
55168,2012,33700.0
55169,2012,33700.0
55170,2012,49100.0
55171,2012,38500.0
55172,2012,17500.0
55173,2012,34200.0
55174,2012,25400.0
55175,2012,20900.0
55176,2012,22500.0
55177,2012,28300.0
55178,2012,27300.0
55179,2012,26600.0
55180,2012,26000.0
55181,2012,
55182,2012,
55183,2012,29100.0
55184,2012,23900.0
55185,2012,35700.0
55186,2012,23300.0
55187,2012,48900.0
55188,2012,22900.0
55189,2012,20700.0
55190,2012,27400.0
55191,2012,32600.0
55192,2012,19300.0
55193,2012,23100.0
55194,2012,24300.0
55195,2012,28900.0
55196,2012,22800.0
55197,2012,
55198,2012,23500.0
55199,2012,38500.0
55200,2012,
55201,2012,
55202,2012,25500.0
55203,2012,20100.0
55204,2012,39500.0
55205,2012,23400.0
55206,2012,
55207,2012,
55208,2012,
55209,2012,15800.0
55210,2012,30900.0
55211,2012,17100.0
55212,2012,
55213,2012,
55214,2012,
55215,2012,
55216,2012,
55217,2012,
55218,2012,28700.0
55219,2012,15800.0
55220,2012,
55221,2012,31200.0
55222,2012,24500.0
55223,2012,24500.0
55224,2012,19100.0
55225,2012,18900.0
55226,2012,27000.0
55227,2012,
55228,2012,21000.0
55229,2012,
55230,2012,
55231,2012,28000.0
55232,2012,83100.0
55233,2012,
55234,2012,15000.0
55235,2012,33600.0
55236,2012,53200.0
55237,2012,19500.0
55238,2012,24900.0
55239,2012,44300.0
55240,2012,44300.0
55241,2012,44300.0
55242,2012,32700.0
55243,2012,
55244,2012,13500.0
55245,2012,33700.0
55246,2012,33700.0
55247,2012,44300.0
55248,2012,24900.0
55249,2012,17900.0
55250,2012,20100.0
55251,2012,20500.0
55252,2012,25800.0
55253,2012,23900.0
55254,2012,23700.0
55255,2012,21100.0
55256,2012,21700.0
55257,2012,22100.0
55258,2012,24800.0
55259,2012,24100.0
55260,2012,
55261,2012,21500.0
55262,2012,21000.0
55263,2012,44200.0
55264,2012,44200.0
55265,2012,23500.0
55266,2012,21300.0
55267,2012,17400.0
55268,2012,19700.0
55269,2012,44300.0
55270,2012,44300.0
55271,2012,44300.0
55272,2012,44300.0
55273,2012,16200.0
55274,2012,14800.0
55275,2012,22700.0
55276,2012,60800.0
55277,2012,38500.0
55278,2012,22100.0
55279,2012,23500.0
55280,2012,38500.0
55281,2012,17000.0
55282,2012,19800.0
55283,2012,31100.0
55284,2012,21400.0
55285,2012,20500.0
55286,2012,
55287,2012,18900.0
55288,2012,
55289,2012,38100.0
55290,2012,25500.0
55291,2012,
55292,2012,12800.0
55293,2012,21900.0
55294,2012,25100.0
55295,2012,
55296,2012,19300.0
55297,2012,21300.0
55298,2012,13700.0
55299,2012,20200.0
55300,2012,18900.0
55301,2012,17400.0
55302,2012,18700.0
55303,2012,32700.0
55304,2012,20200.0
55305,2012,16900.0
55306,2012,15300.0
55307,2012,
55308,2012,26700.0
55309,2012,21000.0
55310,2012,
55311,2012,18500.0
55312,2012,
55313,2012,15000.0
55314,2012,21800.0
55315,2012,
55316,2012,
55317,2012,20300.0
55318,2012,17700.0
55319,2012,20000.0
55320,2012,18200.0
55321,2012,32500.0
55322,2012,
55323,2012,31400.0
55324,2012,21400.0
55325,2012,16000.0
55326,2012,
55327,2012,
55328,2012,
55329,2012,
55330,2012,
55331,2012,16400.0
55332,2012,
55333,2012,16700.0
55334,2012,14100.0
55335,2012,
55336,2012,
55337,2012,21400.0
55338,2012,47000.0
55339,2012,16300.0
55340,2012,
55341,2012,
55342,2012,
55343,2012,22000.0
55344,2012,
55345,2012,26700.0
55346,2012,21500.0
55347,2012,
55348,2012,
55349,2012,26800.0
55350,2012,
55351,2012,18300.0
55352,2012,
55353,2012,19100.0
55354,2012,30400.0
55355,2012,31200.0
55356,2012,
55357,2012,35800.0
55358,2012,26600.0
55359,2012,33700.0
55360,2012,22900.0
55361,2012,27800.0
55362,2012,24100.0
55363,2012,35800.0
55364,2012,27000.0
55365,2012,
55366,2012,21900.0
55367,2012,21600.0
55368,2012,23700.0
55369,2012,20600.0
55370,2012,26900.0
55371,2012,18700.0
55372,2012,26600.0
55373,2012,31300.0
55374,2012,26000.0
55375,2012,44300.0
55376,2012,44300.0
55377,2012,21300.0
55378,2012,22300.0
55379,2012,20800.0
55380,2012,28200.0
55381,2012,28300.0
55382,2012,22600.0
55383,2012,20800.0
55384,2012,44300.0
55385,2012,38500.0
55386,2012,33000.0
55387,2012,24000.0
55388,2012,38300.0
55389,2012,24300.0
55390,2012,24300.0
55391,2012,23800.0
55392,2012,18100.0
55393,2012,23500.0
55394,2012,15100.0
55395,2012,15100.0
55396,2012,25400.0
55397,2012,30400.0
55398,2012,22900.0
55399,2012,26000.0
55400,2012,22500.0
55401,2012,22500.0
55402,2012,22500.0
55403,2012,17300.0
55404,2012,
55405,2012,17300.0
55406,2012,59400.0
55407,2012,30700.0
55408,2012,44300.0
55409,2012,22000.0
55410,2012,
55411,2012,24900.0
55412,2012,24300.0
55413,2012,38200.0
55414,2012,22600.0
55415,2012,
55416,2012,37400.0
55417,2012,22600.0
55418,2012,18000.0
55419,2012,16500.0
55420,2012,16500.0
55421,2012,
55422,2012,22800.0
55423,2012,36700.0
55424,2012,29100.0
55425,2012,29100.0
55426,2012,26200.0
55427,2012,26700.0
55428,2012,
55429,2012,18600.0
55430,2012,
55431,2012,
55432,2012,29500.0
55433,2012,21300.0
55434,2012,
55435,2012,19300.0
55436,2012,
55437,2012,20300.0
55438,2012,29900.0
55439,2012,25700.0
55440,2012,21200.0
55441,2012,20800.0
55442,2012,
55443,2012,
55444,2012,
55445,2012,
55446,2012,
55447,2012,
55448,2012,
55449,2012,21700.0
55450,2012,
55451,2012,14300.0
55452,2012,
55453,2012,28400.0
55454,2012,
55455,2012,
55456,2012,
55457,2012,
55458,2012,
55459,2012,15000.0
55460,2012,
55461,2012,
55462,2012,
55463,2012,19500.0
55464,2012,
55465,2012,22200.0
55466,2012,
55467,2012,
55468,2012,
55469,2012,24700.0
55470,2012,
55471,2012,
55472,2012,
55473,2012,
55474,2012,
55475,2012,15500.0
55476,2012,
55477,2012,21400.0
55478,2012,
55479,2012,
55480,2012,28700.0
55481,2012,28300.0
55482,2012,44300.0
55483,2012,44300.0
55484,2012,44300.0
55485,2012,44300.0
55486,2012,44300.0
55487,2012,44300.0
55488,2012,44300.0
55489,2012,36000.0
55490,2012,27400.0
55491,2012,25700.0
55492,2012,25700.0
55493,2012,24100.0
55494,2012,25800.0
55495,2012,25800.0
55496,2012,21500.0
55497,2012,20800.0
55498,2012,33700.0
55499,2012,33700.0
55500,2012,33700.0
55501,2012,33700.0
55502,2012,
55503,2012,17000.0
55504,2012,
55505,2012,24000.0
55506,2012,
55507,2012,28400.0
55508,2012,20800.0
55509,2012,23700.0
55510,2012,19100.0
55511,2012,20000.0
55512,2012,22000.0
55513,2012,22000.0
55514,2012,21100.0
55515,2012,24600.0
55516,2012,23500.0
55517,2012,24600.0
55518,2012,22800.0
55519,2012,19600.0
55520,2012,28400.0
55521,2012,37100.0
55522,2012,26800.0
55523,2012,20600.0
55524,2012,20600.0
55525,2012,20600.0
55526,2012,20600.0
55527,2012,28300.0
55528,2012,20500.0
55529,2012,26600.0
55530,2012,26600.0
55531,2012,21900.0
55532,2012,35700.0
55533,2012,24800.0
55534,2012,26800.0
55535,2012,14800.0
55536,2012,35300.0
55537,2012,18300.0
55538,2012,18500.0
55539,2012,38500.0
55540,2012,23500.0
55541,2012,23300.0
55542,2012,16400.0
55543,2012,
55544,2012,25400.0
55545,2012,24800.0
55546,2012,24800.0
55547,2012,44300.0
55548,2012,44300.0
55549,2012,29100.0
55550,2012,
55551,2012,
55552,2012,
55553,2012,52400.0
55554,2012,
55555,2012,
55556,2012,
55557,2012,25400.0
55558,2012,
55559,2012,
55560,2012,
55561,2012,
55562,2012,
55563,2012,
55564,2012,
55565,2012,
55566,2012,
55567,2012,
55568,2012,
55569,2012,
55570,2012,
55571,2012,
55572,2012,25700.0
55573,2012,
55574,2012,
55575,2012,
55576,2012,
55577,2012,
55578,2012,
55579,2012,
55580,2012,
55581,2012,
55582,2012,
55583,2012,
55584,2012,34900.0
55585,2012,
55586,2012,
55587,2012,29300.0
55588,2012,
55589,2012,
55590,2012,
55591,2012,19100.0
55592,2012,
55593,2012,
55594,2012,
55595,2012,
55596,2012,
55597,2012,
55598,2012,
55599,2012,
55600,2012,34700.0
55601,2012,41300.0
55602,2012,26800.0
55603,2012,29200.0
55604,2012,28300.0
55605,2012,28300.0
55606,2012,18500.0
55607,2012,23200.0
55608,2012,16500.0
55609,2012,31800.0
55610,2012,33700.0
55611,2012,33700.0
55612,2012,33700.0
55613,2012,33700.0
55614,2012,33700.0
55615,2012,33700.0
55616,2012,33700.0
55617,2012,33700.0
55618,2012,44300.0
55619,2012,44300.0
55620,2012,44300.0
55621,2012,44300.0
55622,2012,44300.0
55623,2012,37100.0
55624,2012,32600.0
55625,2012,
55626,2012,22700.0
55627,2012,22700.0
55628,2012,28400.0
55629,2012,18300.0
55630,2012,19900.0
55631,2012,21100.0
55632,2012,28200.0
55633,2012,16000.0
55634,2012,16000.0
55635,2012,37100.0
55636,2012,22000.0
55637,2012,22000.0
55638,2012,34100.0
55639,2012,28000.0
55640,2012,18000.0
55641,2012,
55642,2012,44300.0
55643,2012,44300.0
55644,2012,35100.0
55645,2012,39000.0
55646,2012,38500.0
55647,2012,18100.0
55648,2012,23800.0
55649,2012,24900.0
55650,2012,22000.0
55651,2012,26800.0
55652,2012,44200.0
55653,2012,26900.0
55654,2012,21300.0
55655,2012,21300.0
55656,2012,22800.0
55657,2012,20700.0
55658,2012,17900.0
55659,2012,17900.0
55660,2012,17900.0
55661,2012,20600.0
55662,2012,20600.0
55663,2012,20600.0
55664,2012,20600.0
55665,2012,20600.0
55666,2012,20600.0
55667,2012,20600.0
55668,2012,20600.0
55669,2012,20600.0
55670,2012,25400.0
55671,2012,19300.0
55672,2012,26500.0
55673,2012,18500.0
55674,2012,18300.0
55675,2012,31600.0
55676,2012,62500.0
55677,2012,
55678,2012,
55679,2012,
55680,2012,
55681,2012,
55682,2012,
55683,2012,
55684,2012,
55685,2012,
55686,2012,
55687,2012,
55688,2012,
55689,2012,
55690,2012,
55691,2012,
55692,2012,
55693,2012,
55694,2012,
55695,2012,
55696,2012,
55697,2012,
55698,2012,
55699,2012,
55700,2012,
55701,2012,
55702,2012,
55703,2012,
55704,2012,
55705,2012,
55706,2012,
55707,2012,
55708,2012,
55709,2012,
55710,2012,
55711,2012,
55712,2012,
55713,2012,
55714,2012,
55715,2012,
55716,2012,
55717,2012,
55718,2012,
55719,2012,38200.0
55720,2012,17300.0
55721,2012,23800.0
55722,2012,
55723,2012,39200.0
55724,2012,15800.0
55725,2012,23700.0
55726,2012,23700.0
55727,2012,23700.0
55728,2012,
55729,2012,17900.0
55730,2012,20700.0
55731,2012,32700.0
55732,2012,22500.0
55733,2012,26800.0
55734,2012,23600.0
55735,2012,23600.0
55736,2012,29700.0
55737,2012,26800.0
55738,2012,37100.0
55739,2012,18500.0
55740,2012,20900.0
55741,2012,30300.0
55742,2012,21500.0
55743,2012,22400.0
55744,2012,16000.0
55745,2012,22900.0
55746,2012,33700.0
55747,2012,33700.0
55748,2012,33700.0
55749,2012,33700.0
55750,2012,33700.0
55751,2012,33700.0
55752,2012,33700.0
55753,2012,33700.0
55754,2012,22900.0
55755,2012,44200.0
55756,2012,45400.0
55757,2012,44200.0
55758,2012,21900.0
55759,2012,22900.0
55760,2012,19400.0
55761,2012,26500.0
55762,2012,25700.0
55763,2012,44300.0
55764,2012,25700.0
55765,2012,44300.0
55766,2012,44300.0
55767,2012,44300.0
55768,2012,38500.0
55769,2012,38500.0
55770,2012,37100.0
55771,2012,37100.0
55772,2012,37100.0
55773,2012,23900.0
55774,2012,28200.0
55775,2012,17000.0
55776,2012,18200.0
55777,2012,18600.0
55778,2012,20300.0
55779,2012,20400.0
55780,2012,
55781,2012,17200.0
55782,2012,
55783,2012,20100.0
55784,2012,20100.0
55785,2012,28200.0
55786,2012,28200.0
55787,2012,23200.0
55788,2012,23200.0
55789,2012,19300.0
55790,2012,44800.0
55791,2012,29600.0
55792,2012,20600.0
55793,2012,20600.0
55794,2012,20600.0
55795,2012,20600.0
55796,2012,20600.0
55797,2012,20600.0
55798,2012,20600.0
55799,2012,20600.0
55800,2012,20600.0
55801,2012,20600.0
55802,2012,20600.0
55803,2012,
55804,2012,
55805,2012,
55806,2012,
55807,2012,
55808,2012,
55809,2012,
55810,2012,
55811,2012,
55812,2012,
55813,2012,
55814,2012,
55815,2012,
55816,2012,
55817,2012,
55818,2012,
55819,2012,
55820,2012,
55821,2012,
55822,2012,
55823,2012,
55824,2012,
55825,2012,
55826,2012,
55827,2012,
55828,2012,
55829,2012,
55830,2012,
55831,2012,
55832,2012,
55833,2012,
55834,2012,
55835,2012,
55836,2012,
55837,2012,
55838,2012,
55839,2012,
55840,2012,
55841,2012,
55842,2012,
55843,2012,
55844,2012,
55845,2012,
55846,2012,
55847,2012,
55848,2012,
55849,2012,
55850,2012,
55851,2012,
55852,2012,
55853,2012,
55854,2012,
55855,2012,
55856,2012,
55857,2012,
55858,2012,
55859,2012,
55860,2012,
55861,2012,
55862,2012,
55863,2012,
55864,2012,
55865,2012,
55866,2012,
55867,2012,
55868,2012,
55869,2012,
55870,2012,
55871,2012,
55872,2012,30200.0
55873,2012,35100.0
55874,2012,35100.0
55875,2012,26800.0
55876,2012,22000.0
55877,2012,28400.0
55878,2012,17800.0
55879,2012,22900.0
55880,2012,29100.0
55881,2012,18600.0
55882,2012,28700.0
55883,2012,
55884,2012,
55885,2012,28700.0
55886,2012,37100.0
55887,2012,21600.0
55888,2012,18900.0
55889,2012,32600.0
55890,2012,32600.0
55891,2012,16400.0
55892,2012,24300.0
55893,2012,
55894,2012,33700.0
55895,2012,33700.0
55896,2012,33700.0
55897,2012,33700.0
55898,2012,33700.0
55899,2012,33700.0
55900,2012,33700.0
55901,2012,
55902,2012,26800.0
55903,2012,24500.0
55904,2012,27600.0
55905,2012,27600.0
55906,2012,25800.0
55907,2012,27600.0
55908,2012,19500.0
55909,2012,21100.0
55910,2012,37100.0
55911,2012,17800.0
55912,2012,22900.0
55913,2012,24900.0
55914,2012,28600.0
55915,2012,19700.0
55916,2012,40300.0
55917,2012,
55918,2012,22300.0
55919,2012,44200.0
55920,2012,44200.0
55921,2012,44200.0
55922,2012,26500.0
55923,2012,19200.0
55924,2012,19200.0
55925,2012,19200.0
55926,2012,21200.0
55927,2012,22000.0
55928,2012,24600.0
55929,2012,21700.0
55930,2012,23900.0
55931,2012,
55932,2012,31600.0
55933,2012,
55934,2012,
55935,2012,21400.0
55936,2012,
55937,2012,38500.0
55938,2012,62000.0
55939,2012,62000.0
55940,2012,62000.0
55941,2012,25000.0
55942,2012,21200.0
55943,2012,20600.0
55944,2012,20600.0
55945,2012,20600.0
55946,2012,20600.0
55947,2012,20600.0
55948,2012,20600.0
55949,2012,20600.0
55950,2012,20600.0
55951,2012,20600.0
55952,2012,
55953,2012,
55954,2012,
55955,2012,
55956,2012,
55957,2012,20600.0
55958,2012,20600.0
55959,2012,20600.0
55960,2012,20600.0
55961,2012,20600.0
55962,2012,20600.0
55963,2012,20600.0
55964,2012,20600.0
55965,2012,
55966,2012,17300.0
55967,2012,17300.0
55968,2012,24800.0
55969,2012,17300.0
55970,2012,39500.0
55971,2012,26500.0
55972,2012,17100.0
55973,2012,
55974,2012,22900.0
55975,2012,26500.0
55976,2012,
55977,2012,
55978,2012,
55979,2012,
55980,2012,
55981,2012,
55982,2012,
55983,2012,
55984,2012,
55985,2012,
55986,2012,
55987,2012,
55988,2012,
55989,2012,
55990,2012,
55991,2012,
55992,2012,
55993,2012,
55994,2012,
55995,2012,
55996,2012,
55997,2012,
55998,2012,
55999,2012,
56000,2012,
56001,2012,
56002,2012,
56003,2012,
56004,2012,
56005,2012,
56006,2012,
56007,2012,
56008,2012,
56009,2012,
56010,2012,
56011,2012,
56012,2012,
56013,2012,
56014,2012,
56015,2012,
56016,2012,
56017,2012,
56018,2012,
56019,2012,
56020,2012,
56021,2012,
56022,2012,
56023,2012,
56024,2012,
56025,2012,
56026,2012,
56027,2012,
56028,2012,
56029,2012,
56030,2012,
56031,2012,
56032,2012,
56033,2012,
56034,2012,
56035,2012,
56036,2012,
56037,2012,
56038,2012,
56039,2012,
56040,2012,
56041,2012,
56042,2012,
56043,2012,
56044,2012,17400.0
56045,2012,17800.0
56046,2012,17800.0
56047,2012,17800.0
56048,2012,
56049,2012,25700.0
56050,2012,19700.0
56051,2012,19700.0
56052,2012,22000.0
56053,2012,29100.0
56054,2012,26800.0
56055,2012,26800.0
56056,2012,24300.0
56057,2012,18500.0
56058,2012,21100.0
56059,2012,
56060,2012,18000.0
56061,2012,
56062,2012,
56063,2012,22900.0
56064,2012,
56065,2012,
56066,2012,
56067,2012,
56068,2012,
56069,2012,
56070,2012,
56071,2012,
56072,2012,
56073,2012,
56074,2012,
56075,2012,
56076,2012,
56077,2012,
56078,2012,
56079,2012,
56080,2012,
56081,2012,
56082,2012,
56083,2012,
56084,2012,
56085,2012,
56086,2012,
56087,2012,
56088,2012,
56089,2012,
56090,2012,
56091,2012,
56092,2012,
56093,2012,26800.0
56094,2012,
56095,2012,26900.0
56096,2012,22900.0
56097,2012,
56098,2012,
56099,2012,
56100,2012,22700.0
56101,2012,19400.0
56102,2012,23500.0
56103,2012,
56104,2012,
56105,2012,31700.0
56106,2012,22800.0
56107,2012,28900.0
56108,2012,23200.0
56109,2012,17900.0
56110,2012,19400.0
56111,2012,25700.0
56112,2012,27600.0
56113,2012,32400.0
56114,2012,22600.0
56115,2012,21200.0
56116,2012,37100.0
56117,2012,23200.0
56118,2012,23200.0
56119,2012,23200.0
56120,2012,33700.0
56121,2012,33700.0
56122,2012,33700.0
56123,2012,33700.0
56124,2012,33700.0
56125,2012,33700.0
56126,2012,20800.0
56127,2012,24100.0
56128,2012,24100.0
56129,2012,21100.0
56130,2012,19000.0
56131,2012,
56132,2012,19300.0
56133,2012,24500.0
56134,2012,18100.0
56135,2012,18100.0
56136,2012,26800.0
56137,2012,44200.0
56138,2012,44200.0
56139,2012,44200.0
56140,2012,20600.0
56141,2012,20600.0
56142,2012,20600.0
56143,2012,20600.0
56144,2012,20600.0
56145,2012,20600.0
56146,2012,20600.0
56147,2012,29100.0
56148,2012,26800.0
56149,2012,27300.0
56150,2012,27300.0
56151,2012,18200.0
56152,2012,27300.0
56153,2012,28300.0
56154,2012,16000.0
56155,2012,26500.0
56156,2012,24200.0
56157,2012,24200.0
56158,2012,24200.0
56159,2012,24800.0
56160,2012,21200.0
56161,2012,20500.0
56162,2012,23900.0
56163,2012,42700.0
56164,2012,
56165,2012,21300.0
56166,2012,25500.0
56167,2012,19200.0
56168,2012,31200.0
56169,2012,31900.0
56170,2012,23300.0
56171,2012,17300.0
56172,2012,18100.0
56173,2012,
56174,2012,23900.0
56175,2012,24900.0
56176,2012,62000.0
56177,2012,18700.0
